Name,Symbol,Price,Img,1hr%,24hr%,7d%,MarketCap,Volume(24h),Vol(24h),CirculatingSupply,Last7Days
NEOPIN,NPT,$0.07270,https://s2.coinmarketcap.com/static/img/coins/64x64/18966.png,0.06%,0.68%,1.90%,$15.79M,"$332,962",4.57M NPT,217.22M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/18966.svg
Gems,GEMS,$0.03937,https://s2.coinmarketcap.com/static/img/coins/64x64/31750.png,0.01%,0.29%,13.29%,$15.75M,"$955,406",24.26M GEMS,399.93M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31750.svg
EverValue Coin,EVA,$1.00,https://s2.coinmarketcap.com/static/img/coins/64x64/33342.png,0.14%,1.96%,3.03%,$15.72M,"$8,940",8.88K EVA,15.62M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33342.svg
ORA,ORA,$0.4262,https://s2.coinmarketcap.com/static/img/coins/64x64/34165.png,0.00%,7.99%,21.99%,$15.63M,"$4,393",10.30K ORA,36.66M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/34165.svg
Houdini Swap,LOCK,$0.1661,https://s2.coinmarketcap.com/static/img/coins/64x64/23396.png,0.23%,0.14%,0.16%,$15.49M,$661,3.97K LOCK,93.2M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23396.svg
Soil,SOIL,$0.4671,https://s2.coinmarketcap.com/static/img/coins/64x64/28220.png,0.40%,13.49%,9.73%,$15.43M,"$271,363",580.11K SOIL,33.03M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28220.svg
SIGMA,SIGMA,$0.01695,https://s2.coinmarketcap.com/static/img/coins/64x64/32498.png,0.71%,1.47%,12.55%,$15.26M,"$3,279,559",193.07M SIGMA,899.84M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32498.svg
Pirate Nation,PIRATE,$0.04982,https://s2.coinmarketcap.com/static/img/coins/64x64/31704.png,0.05%,2.07%,2.43%,$15.19M,"$1,154,444",23.17M PIRATE,304.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31704.svg
crow with knife,CAW,$0.071971,https://s2.coinmarketcap.com/static/img/coins/64x64/30402.png,0.58%,3.00%,15.26%,$15.18M,"$303,229",15.37T CAW,769.86T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30402.svg
MCOIN,MCOIN,$0.08566,https://s2.coinmarketcap.com/static/img/coins/64x64/23046.png,0.10%,1.30%,13.06%,$15.16M,"$300,102",3.50M MCOIN,177M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23046.svg
Comtech Gold,CGO,$106.36,https://s2.coinmarketcap.com/static/img/coins/64x64/20245.png,0.01%,1.24%,0.88%,$15M,"$1,612,021",15.12K CGO,141K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/20245.svg
PeiPei (ETH),PEIPEI,$0.073575,https://s2.coinmarketcap.com/static/img/coins/64x64/31632.png,0.22%,0.11%,8.50%,$15.04M,"$1,780,620",49.93T PEIPEI,420.68T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31632.svg
SIX Token,SIX,$0.01763,https://s2.coinmarketcap.com/static/img/coins/64x64/3327.png,1.34%,0.54%,4.88%,$15M,"$1,515,680",86.01M SIX,850.96M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3327.svg
AS Roma Fan Token,ASR,$2.02,https://s2.coinmarketcap.com/static/img/coins/64x64/5229.png,0.33%,2.16%,1.14%,$15M,"$3,363,458",1.65M ASR,7.39M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5229.svg
WHY,WHY,$0.073571,https://s2.coinmarketcap.com/static/img/coins/64x64/30867.png,0.40%,0.50%,2.89%,$15M,"$1,101,731",30.84T WHY,420T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30867.svg
MilkyWay,MILK,$0.06186,https://s2.coinmarketcap.com/static/img/coins/64x64/20874.png,0.10%,1.02%,1.15%,$14.78M,"$2,332,070",37.69M MILK,238.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/20874.svg
HOPR,HOPR,$0.04322,https://s2.coinmarketcap.com/static/img/coins/64x64/6520.png,0.25%,0.79%,4.17%,$14.75M,"$417,473",9.65M HOPR,341.17M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6520.svg
Bitcoin Gold,BTG,$0.8398,https://s2.coinmarketcap.com/static/img/coins/64x64/2083.png,0.03%,23.06%,6.87%,$14.71M,"$6,783",8.07K BTG,17.51M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2083.svg
Boba Network,BOBA,$0.08564,https://s2.coinmarketcap.com/static/img/coins/64x64/14556.png,0.03%,2.94%,8.77%,$14.7M,"$7,680,570",89.68M BOBA,171.62M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14556.svg
Self Chain,SLF,$0.1512,https://s2.coinmarketcap.com/static/img/coins/64x64/32854.png,0.42%,0.49%,11.77%,$14.67M,"$5,528,939",36.55M SLF,97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32854.svg
Dora Factory,DORA,$0.02721,https://s2.coinmarketcap.com/static/img/coins/64x64/27966.png,0.60%,1.10%,2.31%,$14.62M,"$2,939,542",108.35M DORA,537.27M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/27966.svg
GYEN,GYEN,$0.006953,https://s2.coinmarketcap.com/static/img/coins/64x64/8771.png,0.01%,0.57%,14.98%,$14.59M,$43,6.12K GYEN,2.09B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8771.svg
Masa,MASA,$0.01921,https://s2.coinmarketcap.com/static/img/coins/64x64/29547.png,0.17%,0.55%,13.81%,$14.63M,"$3,642,636",190.27M MASA,761.48M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29547.svg
Boop,BOOP,$0.04828,https://s2.coinmarketcap.com/static/img/coins/64x64/36393.png,0.43%,1.26%,35.95%,$14.51M,"$2,836,527",58.96M BOOP,300.45M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36393.svg
PumpBTC (Governance token),PUMP,$0.05073,https://s2.coinmarketcap.com/static/img/coins/64x64/36166.png,0.26%,0.64%,10.25%,$14.46M,"$1,607,015",31.66M PUMP,285M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36166.svg
Scallop,SCA,$0.1299,https://s2.coinmarketcap.com/static/img/coins/64x64/29679.png,0.02%,7.25%,6.11%,$14.4M,"$4,607,409",35.40M SCA,110.81M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29679.svg
Grok,GROK,$0.002284,https://s2.coinmarketcap.com/static/img/coins/64x64/28394.png,1.59%,1.14%,21.48%,$14.44M,"$8,193,589",3.58B GROK,6.32B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28394.svg
Vertical AI,VERTAI,$0.1444,https://s2.coinmarketcap.com/static/img/coins/64x64/34158.png,2.08%,3.46%,20.28%,$14.45M,"$574,583",3.99M VERTAI,100M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/34158.svg
KiboShib,KIBSHI,$0.00001434,https://s2.coinmarketcap.com/static/img/coins/64x64/23802.png,0.26%,6.74%,36.10%,$14.35M,"$382,369",26.61B KIBSHI,1T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23802.svg
ASD,ASD,$0.02168,https://s2.coinmarketcap.com/static/img/coins/64x64/3673.png,0.75%,0.98%,1.74%,$14.33M,"$1,057,686",48.69M ASD,660.61M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3673.svg
FC Barcelona Fan Token,BAR,$1.30,https://s2.coinmarketcap.com/static/img/coins/64x64/5225.png,0.10%,0.22%,3.09%,$14.3M,"$3,145,925",2.41M BAR,10.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5225.svg
Aleph Cloud,ALEPH,$0.05807,https://s2.coinmarketcap.com/static/img/coins/64x64/5821.png,0.51%,0.56%,8.88%,$14.36M,"$403,601",6.97M ALEPH,247.22M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5821.svg
Measurable Data Token,MDT,$0.02118,https://s2.coinmarketcap.com/static/img/coins/64x64/2348.png,0.22%,0.05%,19.40%,$14.32M,"$4,598,216",217.09M MDT,676.15M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2348.svg
Book of Ethereum,BOOE,$0.1483,https://s2.coinmarketcap.com/static/img/coins/64x64/31171.png,0.47%,8.79%,23.06%,$14.27M,"$295,077",1.98M BOOE,96.19M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31171.svg
Obol,OBOL,$0.1444,https://s2.coinmarketcap.com/static/img/coins/64x64/36278.png,0.02%,1.85%,24.06%,$14.26M,"$28,231,514",195.87M OBOL,98.71M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36278.svg
Fulcrom Finance,FUL,$0.006776,https://s2.coinmarketcap.com/static/img/coins/64x64/24190.png,0.12%,1.01%,4.56%,$14.22M,"$34,554",5.10M FUL,2.09B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/24190.svg
Oobit,OBT,$0.01414,https://s2.coinmarketcap.com/static/img/coins/64x64/13914.png,1.16%,4.76%,9.71%,$14.14M,"$142,967",10.11M OBT,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13914.svg
Hacken Token,HAI,$0.01701,https://s2.coinmarketcap.com/static/img/coins/64x64/5583.png,1.18%,2.45%,3.31%,$14.18M,"$183,059",10.79M HAI,833.52M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5583.svg
Rupiah Token,IDRT,$0.00006129,https://s2.coinmarketcap.com/static/img/coins/64x64/4702.png,0.01%,0.19%,0.07%,$14.11M,"$1,695",27.64M IDRT,230.13B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4702.svg
LTO Network,LTO,$0.03227,https://s2.coinmarketcap.com/static/img/coins/64x64/3714.png,1.84%,2.48%,6.57%,$14.15M,"$1,392,735",43.38M LTO,438.5M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3714.svg
CreatorBid,BID,$0.05221,https://s2.coinmarketcap.com/static/img/coins/64x64/35430.png,0.87%,3.12%,53.00%,$14.02M,"$1,746,420",33.52M BID,268.46M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35430.svg
AMO Coin,AMO,$0.0006573,https://s2.coinmarketcap.com/static/img/coins/64x64/3260.png,0.08%,1.33%,3.73%,$13.94M,"$260,667",396.55M AMO,21.2B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3260.svg
ALEX Lab,ALEX,$0.02054,https://s2.coinmarketcap.com/static/img/coins/64x64/22074.png,2.11%,10.26%,46.31%,$12.46M,"$5,967,815",293.23M ALEX,606.48M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/22074.svg
World of Dypians,WOD,$0.07204,https://s2.coinmarketcap.com/static/img/coins/64x64/33746.png,0.13%,0.06%,4.41%,$13.84M,"$8,337,230",115.82M WOD,192.04M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33746.svg
Verasity,VRA,$0.001433,https://s2.coinmarketcap.com/static/img/coins/64x64/3816.png,0.56%,2.48%,0.19%,$13.79M,"$5,761,109",4.02B VRA,9.62B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3816.svg
RichQUACK.com,QUACK,$0.093113,https://s2.coinmarketcap.com/static/img/coins/64x64/10641.png,0.00%,0.18%,2.40%,$13.73M,"$347,192",1.11P QUACK,44.08P,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10641.svg
StaFi,FIS,$0.1207,https://s2.coinmarketcap.com/static/img/coins/64x64/5882.png,0.32%,2.22%,20.28%,$13.69M,"$5,691,213",47.09M FIS,113.38M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5882.svg
WUFFI,WUF,$0.061633,https://s2.coinmarketcap.com/static/img/coins/64x64/30683.png,0.08%,0.11%,1.57%,$13.66M,"$16,922",103.55B WUF,83.59T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30683.svg
ParaSwap,PSP,$0.01833,https://s2.coinmarketcap.com/static/img/coins/64x64/14534.png,0.06%,0.33%,2.34%,$13.66M,"$38,054",2.07M PSP,744.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/14534.svg
Aura Finance,AURA,$0.2082,https://s2.coinmarketcap.com/static/img/coins/64x64/21532.png,0.28%,1.58%,11.50%,$13.61M,"$9,108",43.72K AURA,65.36M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/21532.svg
LooksRare,LOOKS,$0.01358,https://s2.coinmarketcap.com/static/img/coins/64x64/17081.png,0.10%,1.52%,1.10%,$13.58M,"$3,092,440",227.82M LOOKS,999.94M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/17081.svg
Cointel,COLS,$0.03384,https://s2.coinmarketcap.com/static/img/coins/64x64/36178.png,0.24%,2.07%,3.52%,$13.54M,"$1,206,315",35.77M COLS,400M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36178.svg
GmeStop,GME,$0.001949,https://s2.coinmarketcap.com/static/img/coins/64x64/29241.png,0.47%,3.36%,1.91%,$13.42M,"$5,055,721",2.58B GME,6.88B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29241.svg
AstraAI,ASTRA,$1.49,https://s2.coinmarketcap.com/static/img/coins/64x64/29593.png,0.00%,0.47%,16.55%,$13.46M,na,na,9.03M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29593.svg
Taraxa,TARA,$0.002489,https://s2.coinmarketcap.com/static/img/coins/64x64/8715.png,0.10%,13.67%,22.28%,$13.46M,"$399,105",160.33M TARA,5.4B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8715.svg
Doge Killer,LEASH,$126.23,https://s2.coinmarketcap.com/static/img/coins/64x64/9286.png,0.71%,0.25%,1.10%,$13.43M,"$1,055,991",8.35K LEASH,106.4K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9286.svg
SyncGPT,SYNC,$0.06718,https://s2.coinmarketcap.com/static/img/coins/64x64/33104.png,0.01%,0.02%,0.02%,$13.44M,na,na,200M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33104.svg
Pkoin,PKOIN,$0.9595,https://s2.coinmarketcap.com/static/img/coins/64x64/5925.png,0.02%,0.34%,2.76%,$13.36M,"$113,184",117.95K PKOIN,13.92M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5925.svg
BOTIFY,BOTIFY,$0.01337,https://s2.coinmarketcap.com/static/img/coins/64x64/35163.png,1.11%,7.89%,3.38%,$13.37M,"$2,006,963",150.08M BOTIFY,999.95M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35163.svg
AdEx,ADX,$0.09047,https://s2.coinmarketcap.com/static/img/coins/64x64/1768.png,0.19%,1.14%,7.60%,$13.38M,"$5,933,549",65.84M ADX,147.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1768.svg
Voxies,VOXEL,$0.05512,https://s2.coinmarketcap.com/static/img/coins/64x64/15678.png,0.56%,0.23%,6.47%,$13.29M,"$7,454,299",135.32M VOXEL,241.04M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15678.svg
Cornucopias,COPI,$0.01287,https://s2.coinmarketcap.com/static/img/coins/64x64/15563.png,0.02%,0.13%,3.99%,$13.3M,"$135,811",10.54M COPI,1.03B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15563.svg
Kryll,KRL,$0.3308,https://s2.coinmarketcap.com/static/img/coins/64x64/2949.png,0.12%,0.25%,3.42%,$13.2M,"$147,350",445.41K KRL,39.9M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2949.svg
Suku,SUKU,$0.02990,https://s2.coinmarketcap.com/static/img/coins/64x64/6180.png,0.01%,2.47%,2.91%,$13.18M,"$207,697",6.94M SUKU,440.69M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6180.svg
Ellipsis,EPS,$0.01815,https://s2.coinmarketcap.com/static/img/coins/64x64/8938.png,0.00%,0.07%,1.75%,$13.14M,na,na,723.7M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8938.svg
Spectral,SPEC,$0.9296,https://s2.coinmarketcap.com/static/img/coins/64x64/32925.png,0.84%,1.67%,9.56%,$13.11M,"$3,048,123",3.27M SPEC,14.1M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32925.svg
GameFi.org,GAFI,$1.19,https://s2.coinmarketcap.com/static/img/coins/64x64/11783.png,0.00%,2.48%,5.62%,$13.11M,"$97,804",81.66K GAFI,10.94M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11783.svg
Tranchess,CHESS,$0.06620,https://s2.coinmarketcap.com/static/img/coins/64x64/10974.png,0.83%,7.90%,13.36%,$13.23M,"$4,933,844",75.38M CHESS,199.77M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10974.svg
Billy (Bitcoin),BDC,$0.01305,https://s2.coinmarketcap.com/static/img/coins/64x64/31668.png,0.11%,5.10%,18.37%,$13.06M,"$3,737",286.46K BDC,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31668.svg
Komodo,KMD,$0.09639,https://s2.coinmarketcap.com/static/img/coins/64x64/1521.png,1.18%,1.15%,20.77%,$13.11M,"$5,381,034",56.14M KMD,135.95M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1521.svg
Quiztok,QTCON,$0.001155,https://s2.coinmarketcap.com/static/img/coins/64x64/4746.png,0.00%,0.22%,3.57%,$13.01M,"$121,550",105.20M QTCON,11.26B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4746.svg
SHPING,SHPING,$0.005683,https://s2.coinmarketcap.com/static/img/coins/64x64/3422.png,0.17%,0.32%,1.42%,$13M,"$184,982",32.57M SHPING,2.28B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3422.svg
MemeFi,MEMEFI,$0.001291,https://s2.coinmarketcap.com/static/img/coins/64x64/33464.png,0.18%,0.33%,10.02%,$12.91M,"$5,213,830",4.04B MEMEFI,10B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33464.svg
BIDR,BIDR,$0.00006742,https://s2.coinmarketcap.com/static/img/coins/64x64/6855.png,0.00%,0.54%,5.76%,$12.85M,na,na,190.58B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6855.svg
Mr Mint,MNT,$0.03638,https://s2.coinmarketcap.com/static/img/coins/64x64/32856.png,0.21%,1.14%,13.30%,$12.73M,"$116,478",3.20M MNT,349.85M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32856.svg
TG Casino,TGC,$0.1586,https://s2.coinmarketcap.com/static/img/coins/64x64/28919.png,0.04%,0.04%,2.22%,$12.72M,"$63,342",399.27K TGC,80.14M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28919.svg
Decimal,DEL,$0.001138,https://s2.coinmarketcap.com/static/img/coins/64x64/12400.png,0.01%,1.41%,1.01%,$12.66M,"$222,590",195.55M DEL,11.12B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/12400.svg
botXcoin,BOTX,$0.007232,https://s2.coinmarketcap.com/static/img/coins/64x64/3873.png,6.31%,14.49%,24.61%,$12.72M,na,na,1.75B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3873.svg
Blockasset,BLOCK,$0.07293,https://s2.coinmarketcap.com/static/img/coins/64x64/15752.png,0.12%,2.03%,2.63%,$12.6M,"$165,056",2.26M BLOCK,172.81M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/15752.svg
Aerobud,AEROBUD,$0.01288,https://s2.coinmarketcap.com/static/img/coins/64x64/31854.png,0.09%,2.62%,10.19%,$12.5M,"$233,594",18.03M AEROBUD,970M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/31854.svg
ColossusXT,COLX,$0.0009845,https://s2.coinmarketcap.com/static/img/coins/64x64/2001.png,0.00%,0.00%,0.00%,$12.54M,na,na,12.73B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2001.svg
Persistence One,XPRT,$0.05887,https://s2.coinmarketcap.com/static/img/coins/64x64/7281.png,0.26%,2.14%,0.31%,$12.56M,"$5,639,169",96.30M XPRT,213.36M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7281.svg
Equilibria Finance,EQB,$0.3695,https://s2.coinmarketcap.com/static/img/coins/64x64/26556.png,0.07%,0.57%,5.29%,$12.51M,"$2,942",7.96K EQB,33.84M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/26556.svg
PIVX,PIVX,$0.1328,https://s2.coinmarketcap.com/static/img/coins/64x64/1169.png,0.13%,1.88%,0.10%,$12.46M,"$2,172,239",16.34M PIVX,93.75M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1169.svg
Tokemak,TOKE,$0.1497,https://s2.coinmarketcap.com/static/img/coins/64x64/11202.png,7.45%,9.44%,7.16%,$12.28M,"$260,283",1.71M TOKE,82.02M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11202.svg
zKML,ZKML,$0.1289,https://s2.coinmarketcap.com/static/img/coins/64x64/29445.png,0.00%,2.91%,16.28%,$12.44M,"$34,350",266.33K ZKML,96.45M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29445.svg
